station_id,stationname,date,daytype,rides
40870,Francisco,6/14/2019,W,1799
40880,Thorndale,6/14/2019,W,3145
40890,O'Hare Airport,6/14/2019,W,13856
40900,Howard,6/14/2019,W,5698
40910,63rd-Dan Ryan,6/14/2019,W,3092
40920,Pulaski-Forest Park,6/14/2019,W,1858
40930,Midway Airport,6/14/2019,W,9418
40940,Halsted/63rd,6/14/2019,W,545
40960,Pulaski-Orange,6/14/2019,W,5149
40970,Cicero-Forest Park,6/14/2019,W,1330
40980,Harlem-Forest Park,6/14/2019,W,1265
40990,69th,6/14/2019,W,4797
41000,Cermak-Chinatown,6/14/2019,W,5523
41010,Rockwell,6/14/2019,W,1914
41020,Logan Square,6/14/2019,W,7824
41030,Polk,6/14/2019,W,2931
41040,Kedzie-Cermak,6/14/2019,W,1068
41050,Linden,6/14/2019,W,1433
41060,Ashland-Orange,6/14/2019,W,1609
41070,Kedzie-Lake,6/14/2019,W,1453
41080,47th-South Elevated,6/14/2019,W,1141
41090,Monroe/State,6/14/2019,W,9756
41120,35-Bronzeville-IIT,6/14/2019,W,1082
41130,Halsted-Orange,6/14/2019,W,2405
41140,King Drive,6/14/2019,W,568
41150,Kedzie-Midway,6/14/2019,W,3430
41160,Clinton-Lake,6/14/2019,W,4633
41170,Garfield-Dan Ryan,6/14/2019,W,3358
41180,Kedzie-Brown,6/14/2019,W,2204
41190,Jarvis,6/14/2019,W,1558
41200,Argyle,6/14/2019,W,3167
41210,Wellington,6/14/2019,W,3225
41220,Fullerton,6/14/2019,W,11855
41230,47th-Dan Ryan,6/14/2019,W,3113
41240,Addison-O'Hare,6/14/2019,W,1499
41250,Central-Evanston,6/14/2019,W,811
41260,Austin-Lake,6/14/2019,W,1824
41270,43rd,6/14/2019,W,1061
41280,Jefferson Park,6/14/2019,W,6431
41290,Kimball,6/14/2019,W,4069
41300,Loyola,6/14/2019,W,4783
41310,Paulina,6/14/2019,W,2938
41320,Belmont-North Main,6/14/2019,W,12636
41330,Montrose-O'Hare,6/14/2019,W,2672
41340,LaSalle,6/14/2019,W,2937
41350,Oak Park-Lake,6/14/2019,W,1754
41360,California-Lake,6/14/2019,W,1062
41380,Bryn Mawr,6/14/2019,W,2386
41400,Roosevelt,6/14/2019,W,11991
41410,Chicago/Milwaukee,6/14/2019,W,4177
41420,Addison-North Main,6/14/2019,W,13213
41430,87th,6/14/2019,W,4028
41440,Addison-Brown,6/14/2019,W,2609
41450,Chicago/State,6/14/2019,W,16285
41460,Irving Park-Brown,6/14/2019,W,3754
41480,Western-Brown,6/14/2019,W,4089
41490,Harrison,6/14/2019,W,4177
41500,Montrose-Brown,6/14/2019,W,2732
41510,Morgan-Lake,6/14/2019,W,5552
41660,Lake/State,6/14/2019,W,24291
41670,Conservatory,6/14/2019,W,889
41680,Oakton-Skokie,6/14/2019,W,940
41690,Cermak-McCormick Place,6/14/2019,W,2004
41700,Washington/Wabash,6/14/2019,W,11749
40010,Austin-Forest Park,6/15/2019,A,823
40020,Harlem-Lake,6/15/2019,A,2110
40030,Pulaski-Lake,6/15/2019,A,1174
40040,Quincy/Wells,6/15/2019,A,1509
40050,Davis,6/15/2019,A,2408
40060,Belmont-O'Hare,6/15/2019,A,2590
40070,Jackson/Dearborn,6/15/2019,A,2813
40080,Sheridan,6/15/2019,A,3287
40090,Damen-Brown,6/15/2019,A,1378
40100,Morse,6/15/2019,A,3079
40120,35th/Archer,6/15/2019,A,1490
40130,51st,6/15/2019,A,546
40140,Dempster-Skokie,6/15/2019,A,1192
40150,Pulaski-Cermak,6/15/2019,A,602
40160,LaSalle/Van Buren,6/15/2019,A,560
40170,Ashland-Lake,6/15/2019,A,1235
40180,Oak Park-Forest Park,6/15/2019,A,553
40190,Sox-35th-Dan Ryan,6/15/2019,A,6243
40210,Damen-Cermak,6/15/2019,A,730
40220,Western-Forest Park,6/15/2019,A,860
40230,Cumberland,6/15/2019,A,2075
40240,79th,6/15/2019,A,4317
40250,Kedzie-Homan-Forest Park,6/15/2019,A,1122
40260,State/Lake,6/15/2019,A,6801
40270,Main,6/15/2019,A,994
40280,Central-Lake,6/15/2019,A,1247
40290,Ashland/63rd,6/15/2019,A,542
40300,Indiana,6/15/2019,A,402
40310,Western-Orange,6/15/2019,A,1771
40320,Division/Milwaukee,6/15/2019,A,3133
40330,Grand/State,6/15/2019,A,11908
40340,Berwyn,6/15/2019,A,2128
40350,UIC-Halsted,6/15/2019,A,1543
40360,Southport,6/15/2019,A,2282
40370,Washington/Dearborn,6/15/2019,A,7071
40380,Clark/Lake,6/15/2019,A,5995
40390,Forest Park,6/15/2019,A,1431
40400,Noyes,6/15/2019,A,413
40420,Cicero-Cermak,6/15/2019,A,805
40430,Clinton-Forest Park,6/15/2019,A,1027
40440,California-Cermak,6/15/2019,A,737
40450,95th/Dan Ryan,6/15/2019,A,5570
40460,Merchandise Mart,6/15/2019,A,1892
40470,Racine,6/15/2019,A,1237
40480,Cicero-Lake,6/15/2019,A,776
40490,Grand/Milwaukee,6/15/2019,A,1842
40510,Garfield-South Elevated,6/15/2019,A,615
40520,Foster,6/15/2019,A,484
40530,Diversey,6/15/2019,A,2683
40540,Wilson,6/15/2019,A,4026
40550,Irving Park-O'Hare,6/15/2019,A,2316
40560,Jackson/State,6/15/2019,A,3596
40570,California/Milwaukee,6/15/2019,A,2871
40580,54th/Cermak,6/15/2019,A,1083
40590,Damen/Milwaukee,6/15/2019,A,4250
40600,Kostner,6/15/2019,A,249
40610,Ridgeland,6/15/2019,A,499
40630,Clark/Division,6/15/2019,A,6001
40650,North/Clybourn,6/15/2019,A,4390
40660,Armitage,6/15/2019,A,2222
40670,Western/Milwaukee,6/15/2019,A,2440
40680,Adams/Wabash,6/15/2019,A,3131
40690,Dempster,6/15/2019,A,678
40700,Laramie,6/15/2019,A,718
40710,Chicago/Franklin,6/15/2019,A,2539
40720,East 63rd-Cottage Grove,6/15/2019,A,651
40730,Washington/Wells,6/15/2019,A,1164
40740,Western-Cermak,6/15/2019,A,552
40750,Harlem-O'Hare,6/15/2019,A,1243
40760,Granville,6/15/2019,A,2361
40770,Lawrence,6/15/2019,A,2461
40780,Central Park,6/15/2019,A,570
40790,Monroe/Dearborn,6/15/2019,A,2130
40800,Sedgwick,6/15/2019,A,2318
40810,Medical Center,6/15/2019,A,775
40820,Rosemont,6/15/2019,A,3778
40830,18th,6/15/2019,A,1017
40840,South Boulevard,6/15/2019,A,407
40850,Library,6/15/2019,A,1524
40870,Francisco,6/15/2019,A,887
40880,Thorndale,6/15/2019,A,1952
40890,O'Hare Airport,6/15/2019,A,8736
40900,Howard,6/15/2019,A,3771
40910,63rd-Dan Ryan,6/15/2019,A,2131
40920,Pulaski-Forest Park,6/15/2019,A,1460
40930,Midway Airport,6/15/2019,A,3826
40940,Halsted/63rd,6/15/2019,A,228
40960,Pulaski-Orange,6/15/2019,A,1994
40970,Cicero-Forest Park,6/15/2019,A,933
40980,Harlem-Forest Park,6/15/2019,A,593
40990,69th,6/15/2019,A,3365
41000,Cermak-Chinatown,6/15/2019,A,5204
41010,Rockwell,6/15/2019,A,785
41020,Logan Square,6/15/2019,A,3833
41030,Polk,6/15/2019,A,572
41040,Kedzie-Cermak,6/15/2019,A,535
41050,Linden,6/15/2019,A,875
41060,Ashland-Orange,6/15/2019,A,838
41070,Kedzie-Lake,6/15/2019,A,755
41080,47th-South Elevated,6/15/2019,A,600
41090,Monroe/State,6/15/2019,A,4235
41120,35-Bronzeville-IIT,6/15/2019,A,604
41130,Halsted-Orange,6/15/2019,A,1087
41140,King Drive,6/15/2019,A,255
41150,Kedzie-Midway,6/15/2019,A,1622
41160,Clinton-Lake,6/15/2019,A,1393
41170,Garfield-Dan Ryan,6/15/2019,A,2403
41180,Kedzie-Brown,6/15/2019,A,1289
41190,Jarvis,6/15/2019,A,1324
41200,Argyle,6/15/2019,A,2238
41210,Wellington,6/15/2019,A,1310
41220,Fullerton,6/15/2019,A,6845
41230,47th-Dan Ryan,6/15/2019,A,1999
41240,Addison-O'Hare,6/15/2019,A,685
41250,Central-Evanston,6/15/2019,A,369
41260,Austin-Lake,6/15/2019,A,888
41270,43rd,6/15/2019,A,469
41280,Jefferson Park,6/15/2019,A,3250
41290,Kimball,6/15/2019,A,2356
41300,Loyola,6/15/2019,A,3398
41310,Paulina,6/15/2019,A,1468
41320,Belmont-North Main,6/15/2019,A,8987
41330,Montrose-O'Hare,6/15/2019,A,1270
41340,LaSalle,6/15/2019,A,1257
41350,Oak Park-Lake,6/15/2019,A,730
41360,California-Lake,6/15/2019,A,572
41380,Bryn Mawr,6/15/2019,A,1496
41400,Roosevelt,6/15/2019,A,8967
41410,Chicago/Milwaukee,6/15/2019,A,1636
41420,Addison-North Main,6/15/2019,A,12001
41430,87th,6/15/2019,A,2709
41440,Addison-Brown,6/15/2019,A,1003
41450,Chicago/State,6/15/2019,A,11272
41460,Irving Park-Brown,6/15/2019,A,2181
41480,Western-Brown,6/15/2019,A,2445
41490,Harrison,6/15/2019,A,3158
41500,Montrose-Brown,6/15/2019,A,1378
41510,Morgan-Lake,6/15/2019,A,2940
41660,Lake/State,6/15/2019,A,12107
41670,Conservatory,6/15/2019,A,668
41680,Oakton-Skokie,6/15/2019,A,416
41690,Cermak-McCormick Place,6/15/2019,A,1855
41700,Washington/Wabash,6/15/2019,A,4816
40010,Austin-Forest Park,6/16/2019,U,630
40020,Harlem-Lake,6/16/2019,U,1575
40030,Pulaski-Lake,6/16/2019,U,949
40040,Quincy/Wells,6/16/2019,U,1248
40050,Davis,6/16/2019,U,1740
40060,Belmont-O'Hare,6/16/2019,U,2173
40070,Jackson/Dearborn,6/16/2019,U,2312
40080,Sheridan,6/16/2019,U,2239
40090,Damen-Brown,6/16/2019,U,1062
40100,Morse,6/16/2019,U,2466
40120,35th/Archer,6/16/2019,U,1124
40130,51st,6/16/2019,U,434
40140,Dempster-Skokie,6/16/2019,U,752
40150,Pulaski-Cermak,6/16/2019,U,431
40160,LaSalle/Van Buren,6/16/2019,U,385
40170,Ashland-Lake,6/16/2019,U,755
40180,Oak Park-Forest Park,6/16/2019,U,367
40190,Sox-35th-Dan Ryan,6/16/2019,U,5613
40210,Damen-Cermak,6/16/2019,U,470
40220,Western-Forest Park,6/16/2019,U,728
40230,Cumberland,6/16/2019,U,1509
40240,79th,6/16/2019,U,3653
40250,Kedzie-Homan-Forest Park,6/16/2019,U,941
40260,State/Lake,6/16/2019,U,5646
40270,Main,6/16/2019,U,785
40280,Central-Lake,6/16/2019,U,924
40290,Ashland/63rd,6/16/2019,U,453
40300,Indiana,6/16/2019,U,328
40310,Western-Orange,6/16/2019,U,1385
40320,Division/Milwaukee,6/16/2019,U,2442
40330,Grand/State,6/16/2019,U,8583
40340,Berwyn,6/16/2019,U,1693
40350,UIC-Halsted,6/16/2019,U,1224
40360,Southport,6/16/2019,U,1443
40370,Washington/Dearborn,6/16/2019,U,6266
40380,Clark/Lake,6/16/2019,U,5729
40390,Forest Park,6/16/2019,U,1190
40400,Noyes,6/16/2019,U,444
40420,Cicero-Cermak,6/16/2019,U,593
40430,Clinton-Forest Park,6/16/2019,U,956
40440,California-Cermak,6/16/2019,U,548
40450,95th/Dan Ryan,6/16/2019,U,4680
40460,Merchandise Mart,6/16/2019,U,1278
40470,Racine,6/16/2019,U,697
40480,Cicero-Lake,6/16/2019,U,670
40490,Grand/Milwaukee,6/16/2019,U,1607
40510,Garfield-South Elevated,6/16/2019,U,526
40520,Foster,6/16/2019,U,413
40530,Diversey,6/16/2019,U,1836
40540,Wilson,6/16/2019,U,3025
40550,Irving Park-O'Hare,6/16/2019,U,1831
40560,Jackson/State,6/16/2019,U,2380
40570,California/Milwaukee,6/16/2019,U,2296
40580,54th/Cermak,6/16/2019,U,755
40590,Damen/Milwaukee,6/16/2019,U,3270
40600,Kostner,6/16/2019,U,201
40610,Ridgeland,6/16/2019,U,403
40630,Clark/Division,6/16/2019,U,4597
40650,North/Clybourn,6/16/2019,U,3648
40660,Armitage,6/16/2019,U,1509
40670,Western/Milwaukee,6/16/2019,U,1979
40680,Adams/Wabash,6/16/2019,U,2466
40690,Dempster,6/16/2019,U,461
40700,Laramie,6/16/2019,U,571
40710,Chicago/Franklin,6/16/2019,U,1690
40720,East 63rd-Cottage Grove,6/16/2019,U,485
40730,Washington/Wells,6/16/2019,U,843
40740,Western-Cermak,6/16/2019,U,385
40750,Harlem-O'Hare,6/16/2019,U,950
40760,Granville,6/16/2019,U,1892
40770,Lawrence,6/16/2019,U,1638
40780,Central Park,6/16/2019,U,438
40790,Monroe/Dearborn,6/16/2019,U,2096
40800,Sedgwick,6/16/2019,U,1718
40810,Medical Center,6/16/2019,U,584
40820,Rosemont,6/16/2019,U,2923
40830,18th,6/16/2019,U,699
40840,South Boulevard,6/16/2019,U,260
40850,Library,6/16/2019,U,1187
40870,Francisco,6/16/2019,U,600
40880,Thorndale,6/16/2019,U,1456
40890,O'Hare Airport,6/16/2019,U,10030
40900,Howard,6/16/2019,U,2843
40910,63rd-Dan Ryan,6/16/2019,U,1637
40920,Pulaski-Forest Park,6/16/2019,U,1191
40930,Midway Airport,6/16/2019,U,3585
40940,Halsted/63rd,6/16/2019,U,207
40960,Pulaski-Orange,6/16/2019,U,1518
40970,Cicero-Forest Park,6/16/2019,U,682
40980,Harlem-Forest Park,6/16/2019,U,434
40990,69th,6/16/2019,U,2028
41000,Cermak-Chinatown,6/16/2019,U,4240
41010,Rockwell,6/16/2019,U,670
41020,Logan Square,6/16/2019,U,3290
41030,Polk,6/16/2019,U,419
41040,Kedzie-Cermak,6/16/2019,U,425
41050,Linden,6/16/2019,U,368
41060,Ashland-Orange,6/16/2019,U,625
41070,Kedzie-Lake,6/16/2019,U,617
41080,47th-South Elevated,6/16/2019,U,448
41090,Monroe/State,6/16/2019,U,2673
41120,35-Bronzeville-IIT,6/16/2019,U,436
41130,Halsted-Orange,6/16/2019,U,825
41140,King Drive,6/16/2019,U,219
41150,Kedzie-Midway,6/16/2019,U,1208
41160,Clinton-Lake,6/16/2019,U,998
41170,Garfield-Dan Ryan,6/16/2019,U,1736
41180,Kedzie-Brown,6/16/2019,U,1064
41190,Jarvis,6/16/2019,U,987
41200,Argyle,6/16/2019,U,1813
41210,Wellington,6/16/2019,U,842
41220,Fullerton,6/16/2019,U,4836
41230,47th-Dan Ryan,6/16/2019,U,1615
41240,Addison-O'Hare,6/16/2019,U,505
41250,Central-Evanston,6/16/2019,U,263
41260,Austin-Lake,6/16/2019,U,723
41270,43rd,6/16/2019,U,376
41280,Jefferson Park,6/16/2019,U,2627
41290,Kimball,6/16/2019,U,1701
41300,Loyola,6/16/2019,U,2466
41310,Paulina,6/16/2019,U,1042
41320,Belmont-North Main,6/16/2019,U,6778
41330,Montrose-O'Hare,6/16/2019,U,982
41340,LaSalle,6/16/2019,U,1246
41350,Oak Park-Lake,6/16/2019,U,584
41360,California-Lake,6/16/2019,U,386
41380,Bryn Mawr,6/16/2019,U,1143
41400,Roosevelt,6/16/2019,U,7846
41410,Chicago/Milwaukee,6/16/2019,U,1412
41420,Addison-North Main,6/16/2019,U,4721
41430,87th,6/16/2019,U,2192
41440,Addison-Brown,6/16/2019,U,771
41450,Chicago/State,6/16/2019,U,8428
41460,Irving Park-Brown,6/16/2019,U,1710
41480,Western-Brown,6/16/2019,U,1710
41490,Harrison,6/16/2019,U,2178
41500,Montrose-Brown,6/16/2019,U,951
41510,Morgan-Lake,6/16/2019,U,2322
41660,Lake/State,6/16/2019,U,8857
41670,Conservatory,6/16/2019,U,488
41680,Oakton-Skokie,6/16/2019,U,276
41690,Cermak-McCormick Place,6/16/2019,U,1205
41700,Washington/Wabash,6/16/2019,U,4031
40010,Austin-Forest Park,6/17/2019,W,1749
40020,Harlem-Lake,6/17/2019,W,3467
40030,Pulaski-Lake,6/17/2019,W,1498
40040,Quincy/Wells,6/17/2019,W,8880
40050,Davis,6/17/2019,W,3595
40060,Belmont-O'Hare,6/17/2019,W,4888
40070,Jackson/Dearborn,6/17/2019,W,6613
40080,Sheridan,6/17/2019,W,4525
40090,Damen-Brown,6/17/2019,W,2743
40100,Morse,6/17/2019,W,4166
40120,35th/Archer,6/17/2019,W,2813
40130,51st,6/17/2019,W,917
40140,Dempster-Skokie,6/17/2019,W,1735
40150,Pulaski-Cermak,6/17/2019,W,1027
40160,LaSalle/Van Buren,6/17/2019,W,3177
40170,Ashland-Lake,6/17/2019,W,2336
40180,Oak Park-Forest Park,6/17/2019,W,1792
40190,Sox-35th-Dan Ryan,6/17/2019,W,3572
40210,Damen-Cermak,6/17/2019,W,1394
40220,Western-Forest Park,6/17/2019,W,1532
40230,Cumberland,6/17/2019,W,4309
40240,79th,6/17/2019,W,6024
40250,Kedzie-Homan-Forest Park,6/17/2019,W,1742
40260,State/Lake,6/17/2019,W,12664
40270,Main,6/17/2019,W,1134
40280,Central-Lake,6/17/2019,W,1849
40290,Ashland/63rd,6/17/2019,W,952
40300,Indiana,6/17/2019,W,799
40310,Western-Orange,6/17/2019,W,3535
40320,Division/Milwaukee,6/17/2019,W,6074
40330,Grand/State,6/17/2019,W,11373
40340,Berwyn,6/17/2019,W,3124
40350,UIC-Halsted,6/17/2019,W,3599
40360,Southport,6/17/2019,W,3469
40370,Washington/Dearborn,6/17/2019,W,14703
40380,Clark/Lake,6/17/2019,W,21718
40390,Forest Park,6/17/2019,W,3075
40400,Noyes,6/17/2019,W,1008
40420,Cicero-Cermak,6/17/2019,W,1129
40430,Clinton-Forest Park,6/17/2019,W,3313
40440,California-Cermak,6/17/2019,W,1301
40450,95th/Dan Ryan,6/17/2019,W,9010
40460,Merchandise Mart,6/17/2019,W,8565
40470,Racine,6/17/2019,W,2255
40480,Cicero-Lake,6/17/2019,W,1147
40490,Grand/Milwaukee,6/17/2019,W,3042
40510,Garfield-South Elevated,6/17/2019,W,1036
40520,Foster,6/17/2019,W,1086
40530,Diversey,6/17/2019,W,5407
40540,Wilson,6/17/2019,W,6256
40550,Irving Park-O'Hare,6/17/2019,W,4245
40560,Jackson/State,6/17/2019,W,7323
40570,California/Milwaukee,6/17/2019,W,5572
40580,54th/Cermak,6/17/2019,W,2197
40590,Damen/Milwaukee,6/17/2019,W,6449
40600,Kostner,6/17/2019,W,467
40610,Ridgeland,6/17/2019,W,1404
40630,Clark/Division,6/17/2019,W,7171
40650,North/Clybourn,6/17/2019,W,5114
40660,Armitage,6/17/2019,W,4204
40670,Western/Milwaukee,6/17/2019,W,4992
40680,Adams/Wabash,6/17/2019,W,6391
40690,Dempster,6/17/2019,W,811
40700,Laramie,6/17/2019,W,1076
40710,Chicago/Franklin,6/17/2019,W,6776
40720,East 63rd-Cottage Grove,6/17/2019,W,985
40730,Washington/Wells,6/17/2019,W,8856
40740,Western-Cermak,6/17/2019,W,1040
40750,Harlem-O'Hare,6/17/2019,W,2768
40760,Granville,6/17/2019,W,3402
40770,Lawrence,6/17/2019,W,2919
40780,Central Park,6/17/2019,W,1065
40790,Monroe/Dearborn,6/17/2019,W,8638
40800,Sedgwick,6/17/2019,W,3847
40810,Medical Center,6/17/2019,W,2452
40820,Rosemont,6/17/2019,W,5996
40830,18th,6/17/2019,W,1647
40840,South Boulevard,6/17/2019,W,759
40850,Library,6/17/2019,W,2857
40870,Francisco,6/17/2019,W,1668
40880,Thorndale,6/17/2019,W,2844
40890,O'Hare Airport,6/17/2019,W,8726
40900,Howard,6/17/2019,W,4960
40910,63rd-Dan Ryan,6/17/2019,W,2667
40920,Pulaski-Forest Park,6/17/2019,W,1667
40930,Midway Airport,6/17/2019,W,8055
40940,Halsted/63rd,6/17/2019,W,527
40960,Pulaski-Orange,6/17/2019,W,4870
40970,Cicero-Forest Park,6/17/2019,W,1265
40980,Harlem-Forest Park,6/17/2019,W,1118
40990,69th,6/17/2019,W,3317
41000,Cermak-Chinatown,6/17/2019,W,4026
41010,Rockwell,6/17/2019,W,1778
41020,Logan Square,6/17/2019,W,7227
41030,Polk,6/17/2019,W,3112
41040,Kedzie-Cermak,6/17/2019,W,1010
41050,Linden,6/17/2019,W,920
41060,Ashland-Orange,6/17/2019,W,1525
41070,Kedzie-Lake,6/17/2019,W,1316
41080,47th-South Elevated,6/17/2019,W,989
41090,Monroe/State,6/17/2019,W,8648
41120,35-Bronzeville-IIT,6/17/2019,W,990
41130,Halsted-Orange,6/17/2019,W,2300
41140,King Drive,6/17/2019,W,454
41150,Kedzie-Midway,6/17/2019,W,3185
41160,Clinton-Lake,6/17/2019,W,4619
41170,Garfield-Dan Ryan,6/17/2019,W,2668
41180,Kedzie-Brown,6/17/2019,W,1995
41190,Jarvis,6/17/2019,W,1359
41200,Argyle,6/17/2019,W,2942
41210,Wellington,6/17/2019,W,3004
41220,Fullerton,6/17/2019,W,9590
41230,47th-Dan Ryan,6/17/2019,W,2605
41240,Addison-O'Hare,6/17/2019,W,1480
41250,Central-Evanston,6/17/2019,W,783
41260,Austin-Lake,6/17/2019,W,1610
41270,43rd,6/17/2019,W,951
41280,Jefferson Park,6/17/2019,W,6232
41290,Kimball,6/17/2019,W,3896
41300,Loyola,6/17/2019,W,4290
41310,Paulina,6/17/2019,W,2843
41320,Belmont-North Main,6/17/2019,W,10972
41330,Montrose-O'Hare,6/17/2019,W,2587
41340,LaSalle,6/17/2019,W,2927
41350,Oak Park-Lake,6/17/2019,W,1610
41360,California-Lake,6/17/2019,W,1024
41380,Bryn Mawr,6/17/2019,W,2091
41400,Roosevelt,6/17/2019,W,10490
41410,Chicago/Milwaukee,6/17/2019,W,3884
41420,Addison-North Main,6/17/2019,W,6397
41430,87th,6/17/2019,W,3493
41440,Addison-Brown,6/17/2019,W,2485
41450,Chicago/State,6/17/2019,W,13710
41460,Irving Park-Brown,6/17/2019,W,3272
41480,Western-Brown,6/17/2019,W,3938
41490,Harrison,6/17/2019,W,3050
41500,Montrose-Brown,6/17/2019,W,2581
41510,Morgan-Lake,6/17/2019,W,3819
41660,Lake/State,6/17/2019,W,20472
41670,Conservatory,6/17/2019,W,774
41680,Oakton-Skokie,6/17/2019,W,974
41690,Cermak-McCormick Place,6/17/2019,W,1895
41700,Washington/Wabash,6/17/2019,W,9693
40010,Austin-Forest Park,6/18/2019,W,1961
40020,Harlem-Lake,6/18/2019,W,3961
40030,Pulaski-Lake,6/18/2019,W,1671
40040,Quincy/Wells,6/18/2019,W,7904
40050,Davis,6/18/2019,W,3872
40060,Belmont-O'Hare,6/18/2019,W,5106
40070,Jackson/Dearborn,6/18/2019,W,6714
40080,Sheridan,6/18/2019,W,5247
40090,Damen-Brown,6/18/2019,W,2972
40100,Morse,6/18/2019,W,4381
40120,35th/Archer,6/18/2019,W,3186
40130,51st,6/18/2019,W,993
40140,Dempster-Skokie,6/18/2019,W,2519
40150,Pulaski-Cermak,6/18/2019,W,1083
40160,LaSalle/Van Buren,6/18/2019,W,3294
40170,Ashland-Lake,6/18/2019,W,2464
40180,Oak Park-Forest Park,6/18/2019,W,1922
40190,Sox-35th-Dan Ryan,6/18/2019,W,4123
40210,Damen-Cermak,6/18/2019,W,1584
40220,Western-Forest Park,6/18/2019,W,1727
40230,Cumberland,6/18/2019,W,4650
40240,79th,6/18/2019,W,6323
40250,Kedzie-Homan-Forest Park,6/18/2019,W,1821
40260,State/Lake,6/18/2019,W,13750
40270,Main,6/18/2019,W,1161
40280,Central-Lake,6/18/2019,W,2030
40290,Ashland/63rd,6/18/2019,W,1014
40300,Indiana,6/18/2019,W,822
40310,Western-Orange,6/18/2019,W,3704
40320,Division/Milwaukee,6/18/2019,W,6445
40330,Grand/State,6/18/2019,W,13005
40340,Berwyn,6/18/2019,W,3308
40350,UIC-Halsted,6/18/2019,W,3943
40360,Southport,6/18/2019,W,3886
40370,Washington/Dearborn,6/18/2019,W,15226
40380,Clark/Lake,6/18/2019,W,22474
40390,Forest Park,6/18/2019,W,3381
40400,Noyes,6/18/2019,W,1062
40420,Cicero-Cermak,6/18/2019,W,1262
40430,Clinton-Forest Park,6/18/2019,W,3474
40440,California-Cermak,6/18/2019,W,1483
40450,95th/Dan Ryan,6/18/2019,W,9292
40460,Merchandise Mart,6/18/2019,W,9194
40470,Racine,6/18/2019,W,2242
40480,Cicero-Lake,6/18/2019,W,1285
40490,Grand/Milwaukee,6/18/2019,W,3175
40510,Garfield-South Elevated,6/18/2019,W,1166
40520,Foster,6/18/2019,W,973
40530,Diversey,6/18/2019,W,5813
40540,Wilson,6/18/2019,W,6859
40550,Irving Park-O'Hare,6/18/2019,W,4424
40560,Jackson/State,6/18/2019,W,8323
40570,California/Milwaukee,6/18/2019,W,5954
40580,54th/Cermak,6/18/2019,W,2447
40590,Damen/Milwaukee,6/18/2019,W,6810
40600,Kostner,6/18/2019,W,498
40610,Ridgeland,6/18/2019,W,1551
40630,Clark/Division,6/18/2019,W,8269
40650,North/Clybourn,6/18/2019,W,5626
40660,Armitage,6/18/2019,W,4645
40670,Western/Milwaukee,6/18/2019,W,5247
40680,Adams/Wabash,6/18/2019,W,7107
40690,Dempster,6/18/2019,W,880
40700,Laramie,6/18/2019,W,1219
40710,Chicago/Franklin,6/18/2019,W,7521
40720,East 63rd-Cottage Grove,6/18/2019,W,1027
40730,Washington/Wells,6/18/2019,W,8837
40740,Western-Cermak,6/18/2019,W,1134
40750,Harlem-O'Hare,6/18/2019,W,3059
40760,Granville,6/18/2019,W,3468
40770,Lawrence,6/18/2019,W,3069
40780,Central Park,6/18/2019,W,1142
40790,Monroe/Dearborn,6/18/2019,W,8712
40800,Sedgwick,6/18/2019,W,4143
40810,Medical Center,6/18/2019,W,2576
40820,Rosemont,6/18/2019,W,6752
40830,18th,6/18/2019,W,1810
40840,South Boulevard,6/18/2019,W,780
40850,Library,6/18/2019,W,3127
40870,Francisco,6/18/2019,W,1836
40880,Thorndale,6/18/2019,W,2977
40890,O'Hare Airport,6/18/2019,W,7577
40900,Howard,6/18/2019,W,5572
40910,63rd-Dan Ryan,6/18/2019,W,2966
40920,Pulaski-Forest Park,6/18/2019,W,1796
40930,Midway Airport,6/18/2019,W,8779
40940,Halsted/63rd,6/18/2019,W,573
40960,Pulaski-Orange,6/18/2019,W,5457
40970,Cicero-Forest Park,6/18/2019,W,1279
40980,Harlem-Forest Park,6/18/2019,W,1262
40990,69th,6/18/2019,W,3692
41000,Cermak-Chinatown,6/18/2019,W,4520
41010,Rockwell,6/18/2019,W,1994
41020,Logan Square,6/18/2019,W,7414
41030,Polk,6/18/2019,W,3263
41040,Kedzie-Cermak,6/18/2019,W,1157
41050,Linden,6/18/2019,W,1283
41060,Ashland-Orange,6/18/2019,W,1647
41070,Kedzie-Lake,6/18/2019,W,1423
41080,47th-South Elevated,6/18/2019,W,1072
41090,Monroe/State,6/18/2019,W,9762
41120,35-Bronzeville-IIT,6/18/2019,W,1120
41130,Halsted-Orange,6/18/2019,W,2405
41140,King Drive,6/18/2019,W,459
41150,Kedzie-Midway,6/18/2019,W,3570
41160,Clinton-Lake,6/18/2019,W,4906
41170,Garfield-Dan Ryan,6/18/2019,W,2749
41180,Kedzie-Brown,6/18/2019,W,2127
41190,Jarvis,6/18/2019,W,1492
41200,Argyle,6/18/2019,W,3090
41210,Wellington,6/18/2019,W,3257
41220,Fullerton,6/18/2019,W,9698
41230,47th-Dan Ryan,6/18/2019,W,2776
41240,Addison-O'Hare,6/18/2019,W,1542
41250,Central-Evanston,6/18/2019,W,851
41260,Austin-Lake,6/18/2019,W,1833
41270,43rd,6/18/2019,W,1010
41280,Jefferson Park,6/18/2019,W,6488
41290,Kimball,6/18/2019,W,4060
41300,Loyola,6/18/2019,W,4804
41310,Paulina,6/18/2019,W,2999
41320,Belmont-North Main,6/18/2019,W,12283
41330,Montrose-O'Hare,6/18/2019,W,2744
